Monture_ID,Marque,Modele,Type,Forme,Materiau,Couleur,Taille,Prix (€),Style,Stock
MON26166,Chanel,Bd549,Invisible,Ronde,Metal,Rouge,59-16-142,203.35,Business,21
MON26167,Gucci,FE874,Cerclee,Ronde,Titane,Noir,50-17-147,96.63,Casual,41
MON26168,Chanel,bW308,Invisible,Aviateur,Metal,Dore,53-19-143,189.45,Casual,1
MON26169,Ray-Ban,Tv418,Semi-cerclee,Aviateur,Plastique,Argent,58-18-143,236.48,Luxe,35
MON26170,Persol,Hb646,Semi-cerclee,Ronde,Titane,Rouge,55-14-135,491.75,Casual,21
MON26171,Chanel,yt474,Cerclee,Aviateur,Metal,Transparent,50-18-135,259.58,Sport,4
MON26172,Persol,sq276,Invisible,Rectangulaire,Titane,Bleu,53-20-150,392.49,Luxe,43
MON26173,Oakley,pJ522,Invisible,Aviateur,Metal,Argent,51-19-133,482.94,Luxe,3
MON26174,Oakley,Mf151,Semi-cerclee,Papillon,Plastique,Bleu,59-19-132,140.56,Luxe,44
MON26175,Ray-Ban,Ar951,Semi-cerclee,Papillon,Plastique,Dore,60-15-135,422.72,Casual,5
MON26176,Oakley,Se152,Cerclee,Papillon,Metal,Bleu,59-17-143,426.93,Business,29
MON26177,Chanel,EW035,Cerclee,Ronde,Titane,Bleu,52-20-150,359.63,Casual,5
MON26178,Chanel,WC931,Invisible,Ronde,Plastique,Noir,56-16-143,215.01,Sport,21
MON26179,Persol,yd427,Cerclee,Rectangulaire,Titane,Argent,53-18-131,92.85,Business,19
MON26180,Persol,CB359,Semi-cerclee,Aviateur,Titane,Bleu,58-15-133,139.26,Casual,32
MON26181,Chanel,Ap785,Semi-cerclee,Ronde,Plastique,Dore,54-18-134,388.13,Casual,4
MON26182,Oakley,iD972,Cerclee,Rectangulaire,Titane,Rouge,50-20-134,431.57,Luxe,14
MON26183,Persol,hD649,Semi-cerclee,Ronde,Plastique,Bleu,60-17-133,282.16,Casual,3
MON26184,Ray-Ban,jX456,Cerclee,Ronde,Titane,Argent,50-19-140,339.91,Business,46
MON26185,Chanel,bU275,Cerclee,Rectangulaire,Plastique,Rouge,51-15-139,183.57,Business,28
MON26186,Chanel,OO338,Semi-cerclee,Aviateur,Titane,Transparent,56-16-145,346.48,Business,0
MON26187,Gucci,kj266,Semi-cerclee,Ronde,Metal,Bleu,54-19-140,177.84,Sport,0
MON26188,Chanel,RD194,Cerclee,Papillon,Titane,Dore,51-14-142,445.11,Casual,0
MON26189,Oakley,mP495,Invisible,Papillon,Plastique,Bleu,51-19-142,132.62,Casual,43
MON26190,Oakley,RB696,Semi-cerclee,Aviateur,Metal,Rouge,59-18-136,304.13,Casual,25
MON26191,Gucci,kW409,Invisible,Ronde,Titane,Argent,55-17-130,83.02,Business,2
MON26192,Gucci,fI714,Semi-cerclee,Papillon,Plastique,Dore,58-18-144,488.37,Business,11
MON26193,Gucci,Ah731,Cerclee,Aviateur,Titane,Dore,53-16-133,498.91,Business,27
MON26194,Persol,hL353,Semi-cerclee,Ronde,Titane,Noir,55-17-149,418.07,Business,9
MON26195,Gucci,HH066,Semi-cerclee,Rectangulaire,Plastique,Transparent,54-19-133,333.76,Sport,1
MON26196,Oakley,bu699,Cerclee,Papillon,Metal,Dore,55-18-140,484.55,Casual,14
MON26197,Oakley,XP625,Cerclee,Rectangulaire,Titane,Dore,59-16-147,410.99,Business,2
MON26198,Ray-Ban,XZ831,Cerclee,Ronde,Titane,Rouge,56-16-135,175.23,Sport,4
MON26199,Ray-Ban,Yg901,Cerclee,Ronde,Plastique,Transparent,55-18-130,117.78,Casual,39
MON26200,Ray-Ban,fC430,Invisible,Rectangulaire,Titane,Dore,52-16-141,481.52,Casual,23
MON26201,Ray-Ban,GW265,Invisible,Ronde,Plastique,Bleu,56-18-144,256.74,Luxe,0
MON26202,Ray-Ban,te823,Cerclee,Papillon,Plastique,Dore,55-14-130,173.67,Sport,43
MON26203,Oakley,Le380,Semi-cerclee,Ronde,Titane,Rouge,52-15-138,379.83,Casual,47
MON26204,Chanel,BK555,Semi-cerclee,Rectangulaire,Metal,Transparent,60-17-146,429.99,Sport,20
MON26205,Chanel,mh223,Cerclee,Papillon,Metal,Dore,54-17-134,388.69,Sport,6
MON26206,Ray-Ban,Ak361,Semi-cerclee,Rectangulaire,Metal,Noir,51-17-134,425.35,Sport,50
MON26207,Gucci,yZ556,Cerclee,Papillon,Titane,Argent,53-16-147,217.97,Luxe,9
MON26208,Ray-Ban,QR166,Cerclee,Papillon,Titane,Argent,51-19-131,137.41,Business,28
MON26209,Ray-Ban,xJ072,Cerclee,Ronde,Plastique,Transparent,54-20-134,221.55,Sport,31
MON26210,Ray-Ban,fM430,Semi-cerclee,Aviateur,Metal,Bleu,54-15-143,254.67,Sport,6
MON26211,Gucci,Zv031,Invisible,Papillon,Metal,Rouge,59-15-138,140.66,Business,49
MON26212,Persol,Ja313,Semi-cerclee,Ronde,Titane,Transparent,58-19-134,481.62,Luxe,12
MON26213,Persol,IY766,Invisible,Ronde,Plastique,Argent,59-15-134,142.35,Business,24
MON26214,Persol,Mw588,Semi-cerclee,Ronde,Plastique,Bleu,58-15-145,333.39,Luxe,6
MON26215,Oakley,aE909,Cerclee,Rectangulaire,Titane,Noir,55-15-144,180.27,Business,42
MON26216,Oakley,JZ334,Semi-cerclee,Rectangulaire,Metal,Transparent,52-20-146,477.95,Casual,9
MON26217,Ray-Ban,dn922,Invisible,Rectangulaire,Titane,Argent,59-15-147,90.43,Casual,6
MON26218,Persol,iQ493,Invisible,Rectangulaire,Metal,Argent,60-16-130,304.33,Sport,30
MON26219,Oakley,zd650,Invisible,Aviateur,Plastique,Bleu,55-19-136,400.51,Luxe,33
MON26220,Oakley,sF266,Semi-cerclee,Ronde,Metal,Rouge,57-15-132,65.36,Luxe,28
MON26221,Ray-Ban,us958,Cerclee,Aviateur,Titane,Rouge,52-18-139,247.95,Casual,20
MON26222,Ray-Ban,Xa876,Invisible,Ronde,Plastique,Noir,50-16-148,303.55,Casual,30
MON26223,Persol,ma336,Cerclee,Rectangulaire,Metal,Dore,52-18-147,307.25,Business,14
MON26224,Persol,Fi455,Invisible,Rectangulaire,Plastique,Dore,53-16-145,140.07,Sport,17
MON26225,Oakley,An085,Semi-cerclee,Papillon,Metal,Transparent,51-17-143,489.78,Casual,19
MON26226,Chanel,Ka847,Semi-cerclee,Ronde,Plastique,Noir,60-16-150,403.14,Business,19
MON26227,Oakley,uo834,Semi-cerclee,Aviateur,Plastique,Bleu,59-14-147,69.91,Luxe,22
MON26228,Persol,cB359,Cerclee,Ronde,Titane,Noir,56-14-137,311.15,Sport,3
MON26229,Gucci,jd846,Invisible,Ronde,Titane,Argent,51-20-137,158.83,Luxe,44
MON26230,Gucci,ss449,Semi-cerclee,Ronde,Titane,Noir,52-18-150,65.18,Casual,14
MON26231,Chanel,CO008,Invisible,Papillon,Metal,Bleu,60-17-132,244.2,Luxe,36
MON26232,Oakley,PR678,Invisible,Papillon,Plastique,Argent,60-17-138,483.33,Luxe,8
MON26233,Ray-Ban,Jf456,Semi-cerclee,Rectangulaire,Metal,Noir,57-20-134,197.55,Business,9
MON26234,Oakley,Zf502,Invisible,Rectangulaire,Plastique,Rouge,55-18-147,455.07,Sport,15
MON26235,Ray-Ban,rg174,Cerclee,Rectangulaire,Plastique,Dore,57-16-137,466.86,Business,23
MON26236,Ray-Ban,Gs483,Cerclee,Rectangulaire,Titane,Bleu,55-16-140,475.52,Casual,1
MON26237,Gucci,pd854,Semi-cerclee,Papillon,Metal,Argent,52-17-146,139.51,Sport,50
MON26238,Chanel,zs856,Invisible,Ronde,Metal,Rouge,55-18-144,447.71,Luxe,13
MON26239,Ray-Ban,Fv181,Cerclee,Rectangulaire,Metal,Rouge,58-17-141,386.58,Casual,43
MON26240,Gucci,ua703,Invisible,Papillon,Plastique,Noir,52-14-140,172.11,Business,17
MON26241,Oakley,lt586,Semi-cerclee,Rectangulaire,Titane,Transparent,51-17-149,84.38,Casual,35
MON26242,Persol,ad410,Semi-cerclee,Rectangulaire,Plastique,Bleu,51-15-142,163.96,Sport,7
MON26243,Oakley,qF488,Semi-cerclee,Rectangulaire,Metal,Noir,52-20-138,452.06,Casual,26
MON26244,Persol,HC789,Cerclee,Papillon,Plastique,Noir,53-16-136,342.29,Sport,5
MON26245,Oakley,Yw619,Invisible,Papillon,Titane,Rouge,51-18-136,323.81,Casual,31
MON26246,Oakley,Jg400,Invisible,Papillon,Titane,Bleu,57-14-146,330.11,Casual,0
MON26247,Persol,GN559,Cerclee,Aviateur,Metal,Dore,52-17-147,265.91,Business,49
MON26248,Chanel,xu686,Invisible,Rectangulaire,Metal,Rouge,51-18-134,65.87,Casual,41
MON26249,Persol,ca015,Cerclee,Rectangulaire,Titane,Argent,57-14-143,69.06,Business,18
MON26250,Chanel,aA670,Semi-cerclee,Rectangulaire,Plastique,Dore,51-18-138,249.37,Luxe,25
MON26251,Chanel,St276,Semi-cerclee,Aviateur,Plastique,Dore,53-14-131,227.56,Business,27
MON26252,Gucci,ET547,Semi-cerclee,Papillon,Plastique,Noir,52-14-135,469.5,Casual,4
MON26253,Persol,JW995,Cerclee,Papillon,Titane,Rouge,60-16-137,188.06,Business,25
MON26254,Persol,wP277,Semi-cerclee,Aviateur,Metal,Bleu,53-15-132,97.92,Luxe,23
MON26255,Chanel,JS745,Semi-cerclee,Papillon,Titane,Argent,57-16-135,452.74,Luxe,48
MON26256,Gucci,UU600,Invisible,Rectangulaire,Metal,Transparent,52-15-146,445.33,Luxe,40
MON26257,Oakley,sG988,Invisible,Papillon,Plastique,Bleu,57-19-149,280.11,Luxe,20
MON26258,Chanel,lL142,Semi-cerclee,Papillon,Titane,Bleu,56-14-131,338.26,Luxe,42
MON26259,Ray-Ban,ZD841,Invisible,Aviateur,Titane,Rouge,53-17-139,411.11,Casual,22
MON26260,Persol,ER941,Semi-cerclee,Ronde,Metal,Dore,59-18-147,417.56,Business,17
MON26261,Chanel,vF821,Cerclee,Papillon,Titane,Argent,55-14-131,290.52,Sport,8
MON26262,Oakley,EQ387,Cerclee,Aviateur,Metal,Argent,59-19-144,153.84,Sport,22
MON26263,Chanel,qY990,Invisible,Rectangulaire,Plastique,Bleu,57-20-132,478.46,Luxe,33
MON26264,Oakley,yJ852,Cerclee,Papillon,Metal,Argent,54-20-150,401.8,Casual,37
MON26265,Oakley,RM397,Semi-cerclee,Papillon,Metal,Transparent,53-17-142,401.23,Sport,22
MON26266,Gucci,gZ539,Invisible,Rectangulaire,Metal,Argent,54-17-130,203.14,Business,49
MON26267,Oakley,HH833,Invisible,Aviateur,Plastique,Rouge,53-17-136,311.14,Luxe,16
MON26268,Chanel,jG694,Cerclee,Rectangulaire,Plastique,Rouge,53-14-132,313.98,Luxe,10
MON26269,Oakley,IM673,Cerclee,Aviateur,Plastique,Bleu,59-18-147,321.51,Casual,9
MON26270,Ray-Ban,Nk990,Semi-cerclee,Aviateur,Metal,Argent,51-20-146,112.1,Business,0
MON26271,Chanel,bH552,Semi-cerclee,Ronde,Metal,Transparent,57-18-145,343.43,Sport,16
MON26272,Chanel,dy248,Cerclee,Ronde,Metal,Argent,57-20-150,153.02,Business,21
MON26273,Chanel,Dg124,Invisible,Papillon,Titane,Dore,60-19-135,486.06,Luxe,18
MON26274,Ray-Ban,RZ838,Invisible,Rectangulaire,Titane,Dore,57-19-147,297.98,Sport,33
MON26275,Ray-Ban,kg037,Cerclee,Rectangulaire,Titane,Noir,55-16-136,53.61,Sport,15
MON26276,Chanel,Tx341,Semi-cerclee,Ronde,Metal,Rouge,56-19-148,248.5,Casual,39
MON26277,Gucci,Yt584,Invisible,Papillon,Titane,Dore,52-17-147,204.13,Luxe,6
MON26278,Ray-Ban,YV622,Cerclee,Papillon,Titane,Argent,57-14-148,390.73,Sport,15
MON26279,Oakley,Vv734,Invisible,Ronde,Plastique,Transparent,55-17-138,213.11,Casual,25
MON26280,Ray-Ban,jn285,Invisible,Rectangulaire,Titane,Argent,58-15-135,296.86,Luxe,49
MON26281,Gucci,oQ086,Cerclee,Aviateur,Plastique,Bleu,52-16-146,268.48,Luxe,47
MON26282,Chanel,zG163,Invisible,Rectangulaire,Metal,Transparent,53-19-134,295.59,Luxe,26
MON26283,Oakley,fQ413,Cerclee,Rectangulaire,Metal,Transparent,56-18-134,421.9,Luxe,28
MON26284,Chanel,CJ789,Semi-cerclee,Rectangulaire,Titane,Bleu,50-20-137,376.04,Business,37
MON26285,Chanel,Ez300,Cerclee,Papillon,Metal,Transparent,55-16-134,476.15,Business,49
MON26286,Ray-Ban,sQ296,Cerclee,Ronde,Titane,Bleu,60-19-145,410.84,Luxe,14
MON26287,Persol,yQ332,Semi-cerclee,Ronde,Metal,Transparent,57-20-142,388.35,Business,40
MON26288,Ray-Ban,sV903,Invisible,Rectangulaire,Plastique,Dore,56-15-144,150.31,Casual,21
MON26289,Ray-Ban,Pb565,Invisible,Aviateur,Metal,Bleu,58-19-142,405.78,Sport,4
MON26290,Persol,Dz533,Cerclee,Rectangulaire,Titane,Rouge,59-14-132,88.18,Business,48
MON26291,Chanel,qX279,Semi-cerclee,Aviateur,Titane,Dore,55-16-144,342.74,Luxe,18
MON26292,Oakley,uz307,Invisible,Papillon,Titane,Dore,50-16-136,428.28,Sport,27
MON26293,Persol,sB376,Cerclee,Ronde,Titane,Argent,58-15-141,216.72,Luxe,45
MON26294,Chanel,yC027,Invisible,Papillon,Metal,Argent,52-16-137,482.46,Casual,41
MON26295,Ray-Ban,gC640,Invisible,Ronde,Plastique,Transparent,56-14-134,331.04,Casual,21
MON26296,Gucci,qz167,Invisible,Rectangulaire,Plastique,Transparent,55-19-150,171.14,Sport,29
MON26297,Ray-Ban,Ai513,Cerclee,Papillon,Plastique,Argent,59-16-135,161.17,Casual,46
MON26298,Oakley,xj201,Invisible,Ronde,Titane,Argent,50-18-143,176.49,Business,29
MON26299,Oakley,DP420,Invisible,Aviateur,Metal,Transparent,51-20-144,362.72,Business,13
MON26300,Chanel,rI803,Semi-cerclee,Rectangulaire,Plastique,Rouge,55-17-141,427.93,Business,16
MON26301,Oakley,nc278,Invisible,Aviateur,Metal,Noir,52-15-137,434.87,Business,39
MON26302,Gucci,em524,Cerclee,Ronde,Titane,Noir,58-20-131,222.3,Sport,46
MON26303,Chanel,yY653,Invisible,Ronde,Metal,Dore,54-18-143,115.52,Sport,1
MON26304,Persol,rj259,Semi-cerclee,Ronde,Metal,Rouge,54-18-150,289.02,Luxe,44
MON26305,Gucci,oB346,Cerclee,Ronde,Titane,Dore,60-18-134,100.73,Casual,7
MON26306,Persol,Ye496,Cerclee,Rectangulaire,Plastique,Transparent,60-17-132,424.68,Sport,38
MON26307,Persol,Ck367,Cerclee,Rectangulaire,Plastique,Rouge,56-16-132,130.16,Casual,5
MON26308,Gucci,dI832,Semi-cerclee,Aviateur,Metal,Rouge,59-15-136,428.94,Casual,2
MON26309,Gucci,Bv886,Semi-cerclee,Papillon,Titane,Argent,52-16-146,185.67,Sport,9
MON26310,Gucci,hb350,Semi-cerclee,Ronde,Metal,Transparent,51-14-138,106.78,Luxe,31
MON26311,Oakley,IC086,Semi-cerclee,Aviateur,Metal,Noir,60-19-134,401.59,Sport,7
MON26312,Ray-Ban,qL562,Cerclee,Rectangulaire,Titane,Dore,50-18-141,220.63,Luxe,35
MON26313,Oakley,mJ402,Semi-cerclee,Rectangulaire,Titane,Bleu,55-20-147,121.35,Casual,43
MON26314,Ray-Ban,BH757,Cerclee,Rectangulaire,Titane,Rouge,51-16-130,256.45,Business,40
MON26315,Persol,yn103,Invisible,Papillon,Plastique,Bleu,53-19-144,474.46,Sport,27
MON26316,Gucci,IZ442,Cerclee,Ronde,Titane,Argent,57-14-134,477.2,Business,9
MON26317,Ray-Ban,cg982,Semi-cerclee,Ronde,Plastique,Bleu,50-14-137,356.64,Luxe,45
MON26318,Persol,HY377,Semi-cerclee,Ronde,Plastique,Noir,57-16-148,280.61,Business,37
MON26319,Oakley,IT862,Invisible,Papillon,Plastique,Dore,55-14-134,254.27,Casual,26
MON26320,Chanel,EI273,Invisible,Aviateur,Titane,Dore,55-17-143,459.78,Business,47
MON26321,Gucci,oz099,Semi-cerclee,Aviateur,Titane,Rouge,55-17-143,348.8,Casual,18
MON26322,Oakley,xx619,Semi-cerclee,Ronde,Titane,Bleu,58-19-148,323.7,Luxe,7
MON26323,Persol,uc080,Invisible,Aviateur,Plastique,Argent,56-19-146,463.7,Sport,15
MON26324,Gucci,Ol289,Cerclee,Papillon,Titane,Noir,59-18-146,77.29,Casual,32
MON26325,Gucci,Zf949,Invisible,Papillon,Plastique,Rouge,55-14-144,395.74,Casual,37
MON26326,Ray-Ban,rq468,Cerclee,Aviateur,Titane,Argent,54-17-137,478.67,Business,45
MON26327,Chanel,RQ086,Semi-cerclee,Aviateur,Metal,Noir,51-19-147,325.6,Business,7
MON26328,Ray-Ban,mr666,Invisible,Papillon,Metal,Bleu,57-20-140,398.6,Business,24
MON26329,Persol,bu670,Cerclee,Ronde,Metal,Rouge,52-15-146,412.94,Luxe,41
MON26330,Chanel,af081,Cerclee,Rectangulaire,Titane,Bleu,50-17-134,312.92,Sport,44
MON26331,Persol,ts750,Invisible,Ronde,Plastique,Dore,54-19-130,118.9,Casual,26
MON26332,Persol,WA254,Cerclee,Papillon,Plastique,Dore,52-20-135,108.18,Sport,34
MON26333,Persol,vs775,Cerclee,Papillon,Metal,Dore,54-19-147,192.93,Sport,40
MON26334,Ray-Ban,nT813,Invisible,Papillon,Plastique,Noir,56-15-131,479.05,Sport,48
MON26335,Chanel,rD491,Cerclee,Rectangulaire,Titane,Transparent,57-18-144,481.05,Luxe,18
MON26336,Ray-Ban,jn315,Semi-cerclee,Ronde,Metal,Noir,52-20-137,420.37,Luxe,36
MON26337,Gucci,Vl055,Cerclee,Ronde,Metal,Argent,58-20-144,134.36,Business,10
MON26338,Gucci,Uf797,Invisible,Aviateur,Plastique,Transparent,51-14-149,293.37,Sport,27
MON26339,Oakley,rw581,Invisible,Aviateur,Metal,Noir,52-19-139,297.79,Luxe,42
MON26340,Oakley,OE616,Semi-cerclee,Ronde,Titane,Rouge,51-20-133,196.5,Casual,26
MON26341,Persol,qG133,Invisible,Aviateur,Titane,Dore,58-18-141,93.05,Casual,45
MON26342,Ray-Ban,KZ695,Cerclee,Ronde,Titane,Rouge,57-15-132,370.63,Sport,27
MON26343,Gucci,Ei868,Cerclee,Papillon,Titane,Transparent,51-14-138,452.44,Sport,27
MON26344,Chanel,wy019,Cerclee,Aviateur,Titane,Bleu,54-14-130,352.19,Sport,37
MON26345,Ray-Ban,OD789,Cerclee,Ronde,Plastique,Transparent,54-19-150,219.65,Business,26
MON26346,Oakley,Xw880,Invisible,Aviateur,Plastique,Dore,55-19-133,379.98,Luxe,29
MON26347,Persol,Lw895,Semi-cerclee,Rectangulaire,Titane,Noir,58-15-141,150.13,Casual,48
MON26348,Gucci,Fa958,Cerclee,Papillon,Plastique,Dore,57-14-148,435.22,Sport,40
MON26349,Gucci,PR856,Semi-cerclee,Ronde,Titane,Dore,60-19-138,50.75,Casual,43
MON26350,Chanel,Tf392,Semi-cerclee,Aviateur,Plastique,Bleu,53-20-130,383.6,Casual,16
MON26351,Gucci,Ay379,Invisible,Papillon,Metal,Dore,53-19-148,441.84,Casual,19
MON26352,Gucci,SJ551,Semi-cerclee,Rectangulaire,Plastique,Transparent,53-18-131,291.12,Casual,24
MON26353,Persol,ar807,Semi-cerclee,Ronde,Metal,Bleu,50-15-150,326.24,Sport,14
MON26354,Oakley,jn476,Semi-cerclee,Aviateur,Titane,Transparent,51-19-130,228.56,Sport,36
MON26355,Oakley,Vz984,Semi-cerclee,Ronde,Metal,Dore,59-18-149,415.35,Luxe,23
MON26356,Chanel,oc444,Semi-cerclee,Papillon,Plastique,Noir,60-16-130,118.13,Casual,28
MON26357,Ray-Ban,Yo284,Cerclee,Aviateur,Metal,Noir,51-16-138,126.42,Luxe,0
MON26358,Chanel,xo392,Cerclee,Ronde,Metal,Transparent,53-15-148,495.36,Business,11
MON26359,Ray-Ban,jR504,Cerclee,Papillon,Plastique,Argent,58-19-130,187.55,Luxe,30
MON26360,Gucci,fu347,Cerclee,Rectangulaire,Titane,Rouge,55-18-145,370.73,Casual,24
MON26361,Gucci,yK103,Cerclee,Rectangulaire,Metal,Bleu,57-14-132,443.12,Sport,48
MON26362,Oakley,Ub227,Semi-cerclee,Ronde,Metal,Bleu,53-15-148,163.76,Business,8
MON26363,Gucci,eW938,Cerclee,Papillon,Plastique,Rouge,50-20-143,411.43,Casual,11
MON26364,Ray-Ban,xr529,Invisible,Ronde,Plastique,Dore,53-17-138,212.13,Business,30
MON26365,Chanel,yv382,Semi-cerclee,Ronde,Metal,Rouge,54-16-144,116.44,Casual,40
MON26366,Oakley,XM795,Cerclee,Rectangulaire,Titane,Dore,60-20-147,134.67,Business,29
MON26367,Persol,XG124,Cerclee,Papillon,Plastique,Transparent,56-16-141,62.39,Business,2
MON26368,Persol,ck942,Cerclee,Rectangulaire,Metal,Transparent,53-17-140,374.79,Casual,17
MON26369,Chanel,rg675,Invisible,Rectangulaire,Titane,Rouge,60-18-150,96.11,Luxe,13
MON26370,Chanel,Ps410,Invisible,Ronde,Metal,Noir,57-20-137,164.86,Business,25
MON26371,Ray-Ban,RP123,Semi-cerclee,Rectangulaire,Plastique,Transparent,57-17-131,465.39,Luxe,30
MON26372,Gucci,UN395,Invisible,Ronde,Plastique,Noir,60-16-140,349.34,Casual,25
MON26373,Chanel,xe001,Semi-cerclee,Aviateur,Metal,Bleu,58-16-130,225.09,Casual,14
MON26374,Persol,Xg364,Semi-cerclee,Aviateur,Plastique,Dore,50-17-140,398.16,Sport,32
MON26375,Gucci,gW964,Semi-cerclee,Rectangulaire,Plastique,Bleu,54-20-144,277.12,Sport,2
MON26376,Persol,nj385,Invisible,Papillon,Titane,Noir,50-18-149,434.42,Sport,8
MON26377,Gucci,zs117,Cerclee,Rectangulaire,Plastique,Rouge,58-14-148,59.72,Luxe,7
MON26378,Persol,ei414,Semi-cerclee,Aviateur,Metal,Argent,59-19-148,61.32,Luxe,50
MON26379,Gucci,mk769,Semi-cerclee,Aviateur,Metal,Transparent,53-16-133,259.36,Casual,35
MON26380,Oakley,tp289,Cerclee,Papillon,Plastique,Bleu,54-18-149,55.24,Business,5
MON26381,Gucci,TL147,Cerclee,Aviateur,Plastique,Argent,52-18-133,480.73,Luxe,36
MON26382,Chanel,Xu834,Semi-cerclee,Aviateur,Titane,Noir,54-15-137,475.43,Sport,8
MON26383,Gucci,Dz770,Invisible,Papillon,Plastique,Bleu,59-20-149,207.03,Sport,11
MON26384,Ray-Ban,fw285,Cerclee,Ronde,Titane,Transparent,51-18-149,218.34,Casual,7
MON26385,Ray-Ban,la644,Cerclee,Rectangulaire,Plastique,Bleu,51-16-146,165.11,Casual,42
MON26386,Ray-Ban,HM955,Invisible,Rectangulaire,Titane,Transparent,55-14-137,333.42,Business,16
MON26387,Chanel,Nv796,Invisible,Ronde,Plastique,Rouge,50-18-145,180.23,Business,26
MON26388,Ray-Ban,qU602,Invisible,Papillon,Metal,Dore,58-17-146,197.91,Casual,6
MON26389,Oakley,DI287,Cerclee,Papillon,Plastique,Noir,53-20-145,334.0,Luxe,36
MON26390,Ray-Ban,TI647,Semi-cerclee,Papillon,Titane,Bleu,58-18-147,265.74,Luxe,29
MON26391,Chanel,Tf301,Cerclee,Aviateur,Titane,Noir,53-16-149,232.1,Sport,17
MON26392,Chanel,ei348,Invisible,Rectangulaire,Plastique,Noir,53-20-135,96.61,Business,10
MON26393,Persol,xQ495,Semi-cerclee,Papillon,Titane,Noir,54-17-139,249.18,Business,29
MON26394,Oakley,yI182,Cerclee,Papillon,Metal,Rouge,50-20-147,152.55,Business,10
MON26395,Chanel,pv303,Cerclee,Papillon,Plastique,Rouge,52-15-150,407.68,Luxe,42
MON26396,Persol,TU849,Invisible,Aviateur,Plastique,Noir,60-20-145,217.47,Luxe,39
MON26397,Persol,sM077,Cerclee,Papillon,Titane,Argent,50-17-143,472.87,Sport,43
MON26398,Ray-Ban,EH138,Semi-cerclee,Papillon,Metal,Bleu,57-19-133,143.83,Casual,5
MON26399,Oakley,VA627,Invisible,Aviateur,Metal,Bleu,57-16-133,245.51,Luxe,8
MON26400,Chanel,Vk477,Semi-cerclee,Papillon,Plastique,Dore,52-15-136,193.85,Sport,42
MON26401,Gucci,Hy296,Invisible,Aviateur,Titane,Rouge,54-15-149,486.14,Business,28
MON26402,Persol,PB207,Semi-cerclee,Papillon,Titane,Noir,59-20-148,105.91,Casual,41
MON26403,Chanel,dq377,Invisible,Papillon,Plastique,Argent,59-16-130,431.44,Casual,33
MON26404,Gucci,sH167,Cerclee,Ronde,Plastique,Transparent,50-15-136,473.53,Casual,47
MON26405,Gucci,Jr750,Cerclee,Rectangulaire,Metal,Bleu,50-14-137,232.37,Luxe,3
MON26406,Oakley,Xa534,Invisible,Rectangulaire,Metal,Argent,54-20-147,285.6,Luxe,40
MON26407,Oakley,fg400,Cerclee,Aviateur,Plastique,Noir,53-15-147,405.26,Luxe,8
MON26408,Oakley,Rj954,Invisible,Papillon,Plastique,Rouge,54-15-131,223.4,Sport,45
MON26409,Chanel,js930,Invisible,Rectangulaire,Plastique,Bleu,53-19-131,280.31,Luxe,18
MON26410,Ray-Ban,pI448,Cerclee,Aviateur,Plastique,Rouge,60-14-139,382.22,Luxe,15
MON26411,Oakley,dg617,Semi-cerclee,Ronde,Metal,Rouge,55-17-139,213.5,Business,33
MON26412,Ray-Ban,hy645,Cerclee,Ronde,Plastique,Rouge,51-18-132,412.03,Luxe,5
MON26413,Chanel,CI123,Semi-cerclee,Papillon,Titane,Rouge,60-17-135,467.6,Business,36
MON26414,Chanel,pZ380,Semi-cerclee,Rectangulaire,Titane,Argent,55-20-130,290.11,Sport,0
MON26415,Persol,oA556,Semi-cerclee,Ronde,Titane,Dore,54-16-144,304.26,Casual,38
MON26416,Persol,nv582,Cerclee,Aviateur,Titane,Rouge,52-15-146,299.32,Luxe,5
MON26417,Chanel,BR888,Semi-cerclee,Ronde,Plastique,Dore,55-19-147,245.75,Casual,22
MON26418,Chanel,an774,Invisible,Ronde,Metal,Argent,50-20-140,481.36,Casual,23
MON26419,Chanel,qO153,Semi-cerclee,Ronde,Titane,Transparent,59-16-133,412.98,Luxe,50
MON26420,Gucci,Ku067,Cerclee,Ronde,Metal,Rouge,58-17-143,388.17,Business,12
MON26421,Ray-Ban,yh049,Invisible,Rectangulaire,Metal,Argent,55-20-141,352.59,Business,34
MON26422,Oakley,DG505,Semi-cerclee,Aviateur,Plastique,Dore,59-18-136,493.76,Business,35
MON26423,Chanel,bG626,Cerclee,Rectangulaire,Plastique,Bleu,59-17-130,457.86,Casual,39
MON26424,Persol,sV572,Semi-cerclee,Papillon,Metal,Argent,56-16-135,147.07,Luxe,8
MON26425,Persol,BR909,Cerclee,Rectangulaire,Metal,Transparent,59-16-141,429.38,Sport,6
MON26426,Persol,Vy360,Cerclee,Papillon,Titane,Noir,55-16-148,311.45,Casual,45
MON26427,Ray-Ban,rZ636,Cerclee,Ronde,Plastique,Transparent,60-18-143,193.46,Sport,31
MON26428,Gucci,mB647,Semi-cerclee,Aviateur,Metal,Dore,51-15-134,144.0,Luxe,3
MON26429,Persol,LF881,Invisible,Rectangulaire,Plastique,Rouge,50-18-149,381.34,Luxe,35
MON26430,Oakley,rC308,Invisible,Papillon,Metal,Argent,55-14-144,175.28,Luxe,34
MON26431,Ray-Ban,Sg695,Cerclee,Aviateur,Titane,Argent,59-17-137,321.28,Casual,9
